商品名※必須,slug※必須,カテゴリ,サブカテゴリ,サイズ,価格※必須,ステータス,説明,並び順,画像URL,キャッチコピー,フリガナ,都道府県,市区町村,アレルギー（表示義務）,アレルギー（表示推奨）,アレルギー備考,期限種別,期限日数（日）,保管温度帯,JANコード,ケース入数,ケース入数単位,最小ロット,最小ロット単位,サンプル対応,内容量,商品タグ,対応可能数量（最大）,リードタイム,関連URL,サプライヤーID,大カテゴリ,中カテゴリ,小カテゴリ,商品コンセプト,利用シーン・おすすめ,食品表示画像,最大ロット単位,発注ケースサイズ縦 (cm),発注ケースサイズ横 (cm),発注ケースサイズ高さ (cm),発注ケース重量 (kg),国外輸出可否,販売形態,WEBサイト販売,提供可能時期,バイヤーへのメッセージ,販促ツール,関連商品ID,商品動画URL,販売事業者名,サプライヤーメール,インボイス対応,国名,価格種別,販売単位
道後ビールカレー　200g,道後ビールカレー-200g-1,加工食品,レトルト・保存食,,650,published,「道後ビール」は、日本最古の温泉郷・道後温泉の湯上がりビールとして愛されている湯の町道後の地ビール。道後ビールカレーは、フルーティーな味わいが特長の「道後ビール　ヴァイツェン」で厳選した素材をじっくりと煮込みました。コクと旨味が詰まった大人の味わいをおたのしみください。,63,https://drive.google.com/file/d/1Lppt9Zoi8NTzmzOLTiOWXmtKtfpxILTM/view?usp=drive_link;https://drive.google.com/file/d/153yKqgULuouETqvEAhgnAHA6MgHRiZWu/view?usp=drive_link,道後温泉のご当地カレー「道後ビールカレー」。,ドウゴビールカレー　200g,愛媛県,松山市,"小麦, 乳","牛肉, さけ, 大豆, 鶏肉, バナナ, 豚肉, りんご, ゼラチン",本品製造工場では、卵・えび・かに・落花生・くるみ・カシューナッツを含む製品を生産しております。,賞味期限,730,常温,,30,個,1,ケース,要相談,200g,ギフト対応,,3営業日,,ca519b19-219e-4f12-aa24-c9519bb3d313,加工食品,レトルト・保存食,調理済みカレー,国産の玉ねぎをじっくりと炒め、野菜の甘みをだし、リンゴ、バナナ等のフルーツを多めに使用。国産牛の肩バラ、すね肉の脂身の少ない赤身肉を使用し、約３０種類のスパイスを配合し、辛さと香りを調整した後、「道後ビール　ヴァイツェン」を加え、時間をかけ、じっくりと煮込み、コクと味の深みが楽しめる、“ビールに合うカレー”をコンセプトにした商品です。,,https://drive.google.com/file/d/17wQPbmyx6LlrvT8MvW6Nvp3A4Tn3Zyij/view?usp=drive_link,,25,42,22,7.3,不可,小売用,自社サイトで販売中,通年,愛媛・松山・道後、創業明治28年（1895年）、日本最古の温泉として全国的に知名度がある「道後温泉」地区唯一の造り酒屋が開発・販売。～仁愛なる喜び多き津～の意を込めた銘酒「仁喜多津」を製造。愛媛・松山・道後温泉の「ご当地カレー」として定着、愛媛県を代表する「県産品」として知られております。湯上がりビールとして定着しているクラフトビール「道後ビール　ヴァイツェン」で具材をじっくりと煮込んだ、コクと味の深みが楽しめる、“ビールに合うカレー”をコンセプトにしたレトルトカレーです。,,,,水口酒造株式会社,info@minakuchi-shuzo.com,TRUE,,,
川俣シャモ スパイシーカレー,川俣シャモ-スパイシーカレー-1,加工食品,レトルト・保存食,,1081,published,本格インドカレーの風味を出したカレーです。さらっとしたカレーソースは始め甘みを感じ後にスパイシーな辛さが余韻で残ります。シャモ肉とひよこ豆の食感も楽しくこれぞシャモカレーといった感じの商品です。中辛タイプ。,64,,福島県の誇るブランド鶏「川俣シャモ」を使ったレトルトカレーです。,カワマタシャモスパイシーカレー,福島県,川俣町,"小麦, 乳","大豆, 鶏肉, 豚肉",,賞味期限,540,常温,,50,個,1,ケース,要相談,200g,,,7営業日,,eb786e39-9cb2-4db7-a3ff-a9c70f29abb7,加工食品,レトルト・保存食,カレー,,,,,33,46,30,12,不可,小売用,自社サイトで販売中,通年,,,,,川俣町農業振興公社,info@kawamata-shamo.com,TRUE,,,
川俣シャモ トマトカレー,川俣シャモ-トマトカレー-1,加工食品,レトルト・保存食,,809,published,福島県産チェリートマト（ミニトマト）使用。シャモ肉だんごと酸味のあるカレーソースがとてもよく合います。パスタソースとしても美味しくいただけます。中辛タイプです。,65,,福島県の誇るブランド鶏「川俣シャモ」を使ったレトルトカレーです。,カワマタシャモトマトカレー,福島県,川俣町,"小麦, 乳","大豆, 鶏肉",,賞味期限,540,常温,,50,個,1,ケース,要相談,200g,,,7営業日,,eb786e39-9cb2-4db7-a3ff-a9c70f29abb7,加工食品,レトルト・保存食,カレー,,,,,33,46,30,12,不可,小売用,自社サイトで販売中,通年,,,,,川俣町農業振興公社,info@kawamata-shamo.com,TRUE,,,
川俣シャモ 地鶏カレー,川俣シャモ-地鶏カレー-1,加工食品,レトルト・保存食,,718,published,シャモの挽肉を使用したキーマカレー風の商品です。中辛タイプです。,66,,福島県の誇るブランド鶏「川俣シャモ」を使ったレトルトカレーです。,カワマタシャモジドリカレー,福島県,川俣町,"小麦, 乳","牛肉, 大豆, 鶏肉, 豚肉",,賞味期限,540,常温,,50,個,1,ケース,要相談,200g,,,7営業日,,eb786e39-9cb2-4db7-a3ff-a9c70f29abb7,加工食品,レトルト・保存食,カレー,,,,,33,46,30,12,不可,小売用,自社サイトで販売中,通年,,,,,川俣町農業振興公社,info@kawamata-shamo.com,TRUE,,,
蓮子さんの岩国蓮根和風カレー（甘口）,蓮子さんの岩国蓮根和風カレー-甘口-1,加工食品,レトルト・保存食,,627,published,"岩国れんこんは輪切りと賽の目切りで11％入っています。お味はやさしい和風、甘口。
九州産干し椎茸と北海道産昆布で出しをとり、山口県産長州どり16％使用で仕上げました",67,https://drive.google.com/file/d/1xdpRlb7VgVauuTNIuo-ZA1AfunWe0617/view?usp=drive_link;https://drive.google.com/file/d/1Z5fjsmzGL-TqAPGiWWSC3C1QXvaLRH_i/view?usp=drive_link,九州産干椎茸と北海道昆布だしで、岩国れんこん11％と長州どり16％の甘口和風仕立て。,ハスコサンノイワクニレンコンワフウカレー,山口県,岩国市,小麦,"大豆, 鶏肉",,賞味期限,730,常温,,36,箱,1,ケース,要相談,180g,"保存料不使用, 国産原料, こだわり製法, ギフト対応, まとめ買い対応",,2営業日,,96ebf79f-3fec-4e3c-9964-a4f6684da8eb,加工食品,レトルト・保存食,,,,https://drive.google.com/file/d/1wU9VFtReoZ6HbXMdzUbHpE7wJvLTG6K3/view?usp=drive_link,,,,,,相談可,,他社サイトで販売中,通年,動物油脂不使用で　脂っこくなく冷たいカレーや忙しい時のお弁当のおかずとして、カレーうどん　カレーラーメン、シャキシャキれんこんカレー餃子や春巻き、パンにチーズを乗せてカレートースト、カレーコロッケ、ハンバーグに乗せてカレーハンバーグなど　混ぜてよしかけてよしの和風カレーです。,,,,有限会社池本食品,kie.shimizu0804@gmail.com,TRUE,,,
三島函南トマトハヤシ,三島函南トマトハヤシ-1,加工食品,レトルト・保存食,,718,published,"ハヤシの味を決める完熟トマトをピュレにし、香ばしくソテーした玉ねぎと野菜を
たっぷり使ったソースを合わせ、隠し味のスパイスで仕上げました。老舗洋食店のレシピをヒントに開発されたオリジナルのハヤシは、トマトの濃厚な甘みとコクに絶妙な酸味が
広がる本格派です。",68,,フレッシュなご当地フルーツトマトと、レストランレシピ,ミシマカンナミトマトハヤシ,静岡県,三島市,小麦,"牛肉, 大豆, 鶏肉, りんご",,賞味期限,730,常温,,40,箱,1,ケース,対応可能,180g,国産原料,,5営業日,,d17ea8d5-2cac-4c11-b7fa-99e4a76d79a3,加工食品,レトルト・保存食,カレー,地域振興を念頭に、地元で愛されている商品です。,,,,48,30,20,9,相談可,小売用,他社サイトで販売中,通年,地元三島市と函南町（かんなみちょう）で採れた、希少性の高いトマトを使用しています。,,,,田村商店,a_taki@tamura-sougyo.co.jp,TRUE,,,
箱根山麓豚の旨辛ポークカレー,箱根山麓豚の旨辛ポークカレー-1,加工食品,レトルト・保存食,,718,published,こだわりの飼料と環境で育った箱根山麓豚を使用。上品な肉質と雑味のない脂の旨味が特徴の上質ポークと、インパクトある辛口ルーとの絶妙なバランスを実現しました。「味」にこだわり抜いた、違いの分かる大人向け辛口カレーです。,69,,箱根山麓のご当地ポークと中辛ルウの絶妙ハーモニー,ハコネサンロクトンノウマカラポークカレー,静岡県,三島市,小麦,"牛肉, 大豆, 鶏肉, 豚肉, りんご",,賞味期限,730,常温,,40,個,1,ケース,対応可能,190g,国産原料,,5営業日,,d17ea8d5-2cac-4c11-b7fa-99e4a76d79a3,加工食品,レトルト・保存食,カレー,地域振興を念頭に、地元に愛される商品を目指しています。,,,,48,30,20,9,相談可,小売用,他社サイトで販売中,通年,箱根山麓で育ったブランドポークを使用しています。限られた流通の商品です。,,,,田村商店,a_taki@tamura-sougyo.co.jp,TRUE,,,
箱根西麓三島野菜のプレミアムカレー,箱根西麓三島野菜のプレミアムカレー-1,加工食品,レトルト・保存食,,899,published,"具材を全量の約半分100ｇ使用。農水省GIマークを取得し国のブランドとして正式に認められた三島馬鈴薯をはじめ、人参・たまねぎは箱根西麓三島野菜、牛肉は箱根西麓牛を使用。
さっぱりとした野菜の旨味とコクが広がり、後味のスパイスが味に深みを増す、シリーズ最高級商品です。",70,,箱根西麓牛・三島馬鈴薯・三島人参・三島玉葱の最強ご当地コンボ,ハコネセイロクミシマヤサイノプレミアムカレー,静岡県,三島市,小麦,"牛肉, 大豆, りんご",,賞味期限,730,常温,,40,個,1,ケース,対応可能,210g,国産原料,,5営業日,,d17ea8d5-2cac-4c11-b7fa-99e4a76d79a3,加工食品,レトルト・保存食,カレー,地域振興を念頭に、地域と地元に愛される商品です。,,,,48,30,20,10,相談可,小売用,他社サイトで販売中,通年,箱根西麓牛、三島馬鈴薯など、主要原料は全て地域認定ブランドを使用したプレミアム商品です。,,,,田村商店,a_taki@tamura-sougyo.co.jp,TRUE,,,
半生熟成　山口濃厚とんこつラーメン,半生熟成-山口濃厚とんこつラーメン-1,加工食品,麺,,1016,published,麺の旨味を引き出すため熟成し、しなやかな弾力のある滑らかな半生麵に仕上げました。スープは地元の味である宇部ラーメンを意識した弊社オリジナルの濃厚なとんこつスープに仕上げました。麺とスープの相性もばっちりです。,71,,ぶちうまい！山口濃厚とんこつラーメン,ハンナマジュクセイ,山口県,山陽小野田市,"小麦, そば, 卵","鶏肉, 豚肉",,,,常温,,40,袋,1,ケース,要相談,2食入り/280g,こだわり製法,,7営業日,,f7c47aa8-fc88-4a08-af81-43a9f5afc991,加工食品,麺,ラーメン,山口県産原料使用、山口の味、簡単便利がコンセプトです。,,,,,,,,不可,小売用,WEB販売なし,,山陽山陰フェア、中四国フェア等にいかがでしょうか。山口県産小麦使用、山口を代表する宇部系ラーメンの出汁など地方色満載の商品です。,,,,富士商株式会社,d-nakamura@fujisho.ne.jp,TRUE,,,
いかしゅうまい,いかしゅうまい-1,加工食品,水産,,1300,published,こだわりの素材でつくられた「いかしゅうまい」は、歯ごたえ・食べごたえ抜群でお子様のお食事から大人の方のお酒のお供まで幅広くお楽しみいただけます。河太郎のお店の味をぜひご家庭でお召し上がりください。,72,https://drive.google.com/file/d/1sCysH8gyQKSR_oQHJoeYnz_IMgul3JOi/view?usp=sharing,上質の魚肉すり身に国産玉ねぎを合わせた生地にイカを加え蒸しあげた風味豊かないかしゅうまい,イカシュウマイ,福岡県,久留米市,,,,,,冷凍,,20,個,1,ケース,対応可能,,,,,,e1b56358-b56a-47ff-9f41-5d7f1a8e1cd0,加工食品,水産,いかしゅうまい,,,,,,,,,,,自社サイトで販売中,,新鮮な魚のすり身と歯ごたえのあるイカ、甘みたっぷりの国産タマネギなど、こだわりの素材でつくられた「いかしゅうまい」は、歯ごたえ・食べごたえ抜群でお子様のお食事から大人の方のお酒のお供まで幅広くお楽しみいただけます。,,,,有限会社河太郎,kawatarou.info001@gmail.com,TRUE,,,
イカ墨黒ラー油,イカ墨黒ラー油-1,加工食品,調味料,,815,published,ラーメン、炒飯、餃子が旨辛に味変する、魚介の旨味たっぷりの食べるラー油です。,73,https://drive.google.com/file/d/1a9TU2Uddeb1L8S72WoFcTDWDgg_8rd1L/view?usp=sharing,イカの味を知り尽くした河太郎が、吉本興業　佐賀県住みます芸人　メタルラックとコラボして佐賀の新名物をつくりました。,イカスミクロラーユ,福岡県,柳川市,,,,,,常温,,15,個,2,ケース,対応可能,,,,,,e1b56358-b56a-47ff-9f41-5d7f1a8e1cd0,加工食品,調味料,イカスミラー油,,,,,,,,,,,,,吉本興業・佐賀県住みます芸人メタルラックと共同開発。呼子のイカをたっぷり使った食べるラー油です。冷やしうどん、チャーハン、冷奴、ラーメン、餃子、揚げ物などいろんな料理を引き立てる旨辛味です。,,,,有限会社河太郎,kawatarou.info001@gmail.com,TRUE,,,
イカカツ,イカカツ-1,加工食品,水産,,815,published,サクサクの衣を一口噛めば、ふわふわでジューシーな擦り身の美味さと、イカのプリプリした歯ごたえが広がります。河太郎の新しい人気商品、ぜひ一度お試しください！,74,https://drive.google.com/file/d/1y0zBPqm9s3o_3HwwPSM36a_2b_IAhKgw/view?usp=sharing,イカの切身たっぷりの河太郎オリジナルのイカカツ。,イカカツ,福岡県,久留米市,,,,,,冷凍,,20,個,1,ケース,対応可能,,,,,,e1b56358-b56a-47ff-9f41-5d7f1a8e1cd0,加工食品,水産,イカカツ,,,,,,,,,,,自社サイトで販売中,,イカの切身たっぷりの河太郎オリジナルのイカカツ。サクサクの衣を一口噛めば、ふわふわでジューシーな擦り身の美味さと、イカのプリプリした歯ごたえが広がります。河太郎の新しい人気商品、ぜひ一度お試しください！,,,,有限会社河太郎,kawatarou.info001@gmail.com,TRUE,,,
